"subject","trial","condition","restime","reserror","ms_cutoff"
43,5,"Nback",3971.86863,0,17236.264198
43,12,"Blank",5884.009649,0,23319.651562
43,11,"Nback",10408.4602,0,19264.059986
44,5,"Blank",4731.781725,0,17236.564061
44,3,"Nback",2884.304974,0,20278.31066
44,8,"Blank",2976.967106,0,21292.226193
44,13,"None",1145.234111,0,15208.732995
44,15,"Nback",2808.443857,0,16222.648528
44,7,"None",1416.67005,0,20278.31066
44,14,"Blank",2432.656446,0,18250.479594
44,10,"None",1672.67005,0,12166.986396
44,2,"Blank",2133.274923,0,11153.070863
44,4,"None",1417.389441,0,11153.070863
44,1,"None",1619.416649,0,23320.057259
44,6,"Nback",3882.389441,0,14194.817462
44,12,"Nback",7001.416649,0,23320.057259
44,11,"Blank",3292.443857,0,19264.395127
44,9,"Nback",6023.51472,0,16222.648528
45,10,"Nback",2797.478861,0,12166.681692
45,3,"Blank",3275.402807,0,20277.80282
45,5,"None",1779.225338,0,17236.132397
45,1,"Nback",7080.149284,0,23319.473243
45,12,"Blank",4610.149284,0,23319.473243
45,4,"Nback",5019.512666,0,11152.791551
45,14,"None",2992.160552,0,18250.022538
45,13,"Nback",3424.611257,0,15208.352115
45,7,"Nback",NA,1,20277.80282
45,15,"Blank",3033.785902,0,16222.242256
45,11,"None",2339.785902,0,19263.912679
45,2,"None",1772.566184,0,11152.791551
45,9,"Blank",3382.577452,0,16222.242256
45,6,"Blank",3106.512666,0,14194.461974
45,8,"None",1602.963371,0,21291.692961
46,3,"None",1493.15567,0,20278.1712
46,1,"Nback",4457.441668,0,23319.89688
46,4,"Nback",2634.24711,0,11152.99416
46,11,"Blank",2283.636227,0,19264.26264
46,9,"None",1100.630387,0,16222.53696
46,14,"Blank",2277.618709,0,18250.35408
46,5,"Blank",3533.001986,0,17236.44552
46,13,"Nback",2988.16151,0,15208.6284
46,10,"Nback",2827.715988,0,12166.90272
46,15,"None",1550.636227,0,16222.53696
46,8,"Blank",3320.789911,0,21292.07976
46,2,"Blank",2113.453347,0,11152.99416
46,7,"Nback",2611.715988,0,20278.1712
46,6,"None",3618.24711,0,14194.71984
46,12,"None",1610.441668,0,23319.89688
47,5,"None",1144.715525,0,17236.473349
47,12,"Nback",2508.201041,0,23319.934531
47,1,"Blank",2235.201041,0,23319.934531
47,4,"Blank",2155.045769,0,11153.012167
47,15,"Nback",2212.356313,0,16222.563152
47,14,"None",1522.392814,0,18250.383546
47,13,"Blank",2668.943799,0,15208.652955
47,10,"Blank",2280.47045,0,12166.922364
47,7,"Blank",2748.47045,0,20278.20394
47,11,"None",1914.356313,0,19264.293743
47,6,"Nback",2510.045769,0,14194.742758
47,8,"None",4143.596754,0,21292.114137
47,9,"Nback",2396.36848,0,16222.563152
47,2,"None",1305.176707,0,11153.012167
47,3,"Nback",6589.955966,0,20278.20394
48,13,"Blank",12659.03974,0,15208.529355
48,2,"Nback",3674.569291,0,11152.921527
48,5,"Nback",3154.15755,0,17236.333269
48,7,"Blank",10885.70647,0,20278.03914
48,11,"Nback",4400.765378,0,19264.137183
48,3,"None",1429.961264,0,20278.03914
48,12,"None",2109.412342,0,23319.745011
48,14,"Nback",6558.529954,0,18250.235226
48,4,"Blank",NA,1,11152.921527
48,6,"None",2109.059307,0,14194.627398
48,10,"Blank",3265.706472,0,12166.823484
48,15,"None",1489.765378,0,16222.431312
48,9,"None",1583.686903,0,16222.431312
48,8,"Nback",7534.569091,0,21291.941097
48,1,"Blank",4401.412342,0,23319.745011
49,5,"Nback",2910.680281,0,17236.476766
49,9,"Blank",3485.336257,0,16222.566368
49,8,"Nback",5247.572989,0,21292.118358
49,14,"Nback",3004.365021,0,18250.387164
49,4,"None",2117.020997,0,11153.014378
49,3,"Blank",2215.931396,0,20278.20796
49,11,"Nback",5645.321874,0,19264.297562
49,1,"None",1579.171436,0,23319.939154
49,6,"Blank",5736.020997,0,14194.745572
49,7,"None",1899.440241,0,20278.20796
49,15,"Blank",2580.321874,0,16222.566368
49,13,"None",1536.917013,0,15208.65597
49,12,"Blank",7235.171436,0,23319.939154
49,2,"Nback",2289.142671,0,11153.014378
49,10,"None",1668.440241,0,12166.924776
50,6,"Nback",2258.009458,0,14194.746888
50,2,"Blank",2443.126816,0,11153.015412
50,10,"None",6055.426168,0,12166.925904
50,5,"Blank",15729.66386,0,17236.478364
50,13,"None",2839.904536,0,15208.65738
50,4,"None",1247.009458,0,11153.015412
50,14,"Blank",2512.352075,0,18250.388856
50,7,"None",1251.426168,0,20278.20984
50,1,"None",1170.157645,0,23319.941316
50,12,"Nback",13627.15764,0,23319.941316
50,11,"Blank",3302.305832,0,19264.299348
50,15,"Nback",4178.305832,0,16222.567872
50,9,"Nback",5946.321246,0,16222.567872
50,3,"Nback",2735.91995,0,20278.20984
50,8,"Blank",2586.561919,0,21292.120332
51,2,"None",1989.840212,0,11153.034068
51,13,"Nback",2706.678984,0,15208.68282
51,8,"None",1740.361805,0,21292.155948
51,4,"Nback",4734.800865,0,11153.034068
51,10,"Nback",2456.171786,0,12166.946256
51,14,"None",1734.118043,0,18250.419384
51,9,"Blank",2742.049905,0,16222.595008
51,3,"Blank",6286.713053,0,20278.24376
51,12,"Blank",2968.90835,0,23319.980324
51,1,"Nback",3033.90835,0,23319.980324
51,7,"Nback",2361.171786,0,20278.24376
51,11,"None",1726.015836,0,19264.331572
51,5,"None",2130.367084,0,17236.507196
51,6,"Blank",2149.800865,0,14194.770632
51,15,"Blank",2131.015836,0,16222.595008
52,15,"None",3502.728168,0,16222.434784
52,10,"Nback",6424.673831,0,12166.826088
52,14,"Blank",4220.499925,0,18250.239132
52,7,"Nback",7246.673831,0,20278.04348
52,13,"Nback",7189.010797,0,15208.53261
52,5,"Blank",10263.11947,0,17236.336958
52,2,"Blank",6496.532517,0,11152.923914
52,9,"None",4377.652087,0,16222.434784
52,8,"Blank",7686.543414,0,21291.945654
52,12,"None",6189.380355,0,23319.750002
52,6,"None",2297.032542,0,14194.630436
52,4,"Nback",5575.032542,0,11152.923914
52,1,"Nback",6161.380355,0,23319.750002
52,3,"None",1772.934716,0,20278.04348
52,11,"Blank",11257.72817,0,19264.141306
53,15,"Nback",5195.83458,0,16222.705536
53,12,"Nback",4177.892884,0,23320.139208
53,10,"Blank",3500.135596,0,12167.029152
53,11,"None",7466.83458,0,19264.462824
53,8,"None",3128.546669,0,21292.301016
53,9,"Nback",4803.944636,0,16222.705536
53,6,"Nback",3849.951189,0,14194.867344
53,3,"Nback",3470.870285,0,20278.38192
53,5,"None",3244.158196,0,17236.624632
53,7,"Blank",4240.135596,0,20278.38192
53,4,"Blank",5007.951189,0,11153.110056
53,13,"Blank",4364.760229,0,15208.78644
53,1,"Blank",4122.892884,0,23320.139208
53,14,"None",1739.164749,0,18250.543728
53,2,"None",2332.672772,0,11153.110056
54,14,"Nback",3196.642612,0,18250.350966
54,10,"Blank",3915.741969,0,12166.900644
54,8,"Nback",3671.810349,0,21292.076127
54,4,"Blank",3446.268415,0,11152.992257
54,5,"Nback",3681.032298,0,17236.442579
54,3,"None",1604.176802,0,20278.16774
54,9,"None",1834.658101,0,16222.534192
54,7,"Blank",2241.741969,0,20278.16774
54,6,"None",1634.268415,0,14194.717418
54,1,"Blank",2276.46713,0,23319.892901
54,13,"Blank",2158.184546,0,15208.625805
54,11,"Nback",2787.665845,0,19264.259353
54,15,"None",3419.665845,0,16222.534192
54,2,"Nback",4825.482619,0,11152.992257
54,12,"None",3625.46713,0,23319.892901
55,10,"None",1223.616958,0,12166.830648
55,7,"None",1906.616958,0,20278.05108
55,12,"Blank",4238.324619,0,23319.758742
55,1,"None",1849.324619,0,23319.758742
55,8,"Nback",3556.498674,0,21291.953634
55,3,"Blank",2109.888459,0,20278.05108
55,9,"Blank",3389.591422,0,16222.440864
55,4,"None",2828.985906,0,11152.928094
55,6,"Blank",2466.985906,0,14194.635756
55,5,"Nback",2667.053118,0,17236.343418
55,13,"None",1795.960369,0,15208.53831
55,14,"Nback",NA,1,18250.245972
55,11,"Nback",2410.663332,0,19264.148526
55,2,"Nback",2760.468439,0,11152.928094
55,15,"Blank",2121.663332,0,16222.440864
56,13,"None",1775.013677,0,15208.532295
56,6,"Nback",11967.03521,0,14194.630142
56,12,"Nback",5599.383538,0,23319.749519
56,11,"Blank",4025.731871,0,19264.140907
56,14,"Blank",5617.502913,0,18250.238754
56,10,"None",2133.67708,0,12166.825836
56,15,"Nback",6564.731871,0,16222.434448
56,2,"Blank",2760.536177,0,11152.923683
56,1,"None",NA,1,23319.749519
56,7,"None",2407.67708,0,20278.04306
56,3,"Nback",12472.93736,0,20278.04306
56,8,"Blank",4917.545969,0,21291.945213
56,9,"Nback",5891.655552,0,16222.434448
56,5,"Blank",NA,1,17236.336601
56,4,"None",1995.035205,0,11152.923683
57,11,"None",3572.963435,0,19264.337405
57,12,"Blank",5804.863304,0,23319.987385
57,8,"None",2354.325645,0,21292.162395
57,2,"None",3368.788424,0,11153.037445
57,1,"Nback",6332.863304,0,23319.987385
57,3,"Blank",3441.675667,0,20278.2499
57,15,"Blank",NA,1,16222.59992
57,14,"None",4011.075755,0,18250.42491
57,4,"Nback",7676.763173,0,11153.037445
57,6,"Blank",4704.763173,0,14194.77493
57,10,"Nback",3945.12582,0,12166.94994
57,13,"Nback",4163.638227,0,15208.687425
57,5,"None",3741.313457,0,17236.512415
57,9,"Blank",6179.000875,0,16222.59992
57,7,"Nback",9911.12582,0,20278.2499
58,6,"None",4141.5249,0,14194.688228
58,1,"Nback",7638.773661,0,23319.844946
58,13,"Nback",3402.461884,0,15208.59453
58,11,"Blank",2845.022422,0,19264.219738
58,7,"Nback",4937.054756,0,20278.12604
58,8,"Blank",5860.056408,0,21292.032342
58,10,"Nback",3122.054756,0,12166.875624
58,4,"Nback",5000.5249,0,11152.969322
58,3,"None",2184.431202,0,20278.12604
58,5,"Blank",3762.397216,0,17236.407134
58,2,"Blank",2432.835026,0,11152.969322
58,12,"None",7839.773661,0,23319.844946
58,9,"None",1707.99174,0,16222.500832
58,14,"Blank",2475.930376,0,18250.313436
58,15,"None",2694.022422,0,16222.500832
59,8,"None",1412.199532,0,21292.006869
59,12,"Nback",3193.951959,0,23319.817047
59,2,"None",1484.040008,0,11152.955979
59,10,"Blank",1549.236693,0,12166.861068
59,11,"None",4882.22983,0,19264.196691
59,3,"Nback",2116.579177,0,20278.10178
59,14,"None",3135.097758,0,18250.291602
59,4,"Blank",2749.674089,0,11152.955979
59,7,"Blank",1973.236693,0,20278.10178
59,5,"None",1365.609476,0,17236.386513
59,6,"Nback",2179.674089,0,14194.671246
59,15,"Nback",2370.22983,0,16222.481424
59,1,"Blank",1842.951959,0,23319.817047
59,13,"Blank",2450.623201,0,15208.576335
59,9,"Nback",3141.185806,0,16222.481424
60,3,"None",1449.237392,0,20277.82994
60,7,"Blank",3248.275482,0,20277.82994
60,12,"None",21230.94997,0,23319.504431
60,10,"Blank",3520.275482,0,12166.697964
60,11,"Nback",3161.554049,0,19263.938443
60,9,"None",1160.360514,0,16222.263952
60,6,"None",1409.345895,0,14194.480958
60,2,"Nback",2150.337043,0,11152.806467
60,4,"Blank",3571.345895,0,11152.806467
60,8,"Nback",6260.803379,0,21291.721437
60,15,"None",1138.554049,0,16222.263952
60,5,"Nback",3135.988062,0,17236.155449
60,14,"Nback",6548.973443,0,18250.046946
60,13,"Blank",4190.430927,0,15208.372455
60,1,"Blank",6690.949972,0,23319.504431
