"subject","trial","condition","restime","reserror","ms_cutoff"
17,2,"None",4424.335613,0,11152.93674
17,11,"None",12007.52893,0,19264.16346
17,1,"Blank",6486.209084,0,23319.77682
17,6,"Nback",12386.88923,0,14194.64676
17,15,"Nback",9266.528934,0,16222.45344
17,12,"Nback",8095.209084,0,23319.77682
17,7,"Blank",3872.499065,0,20278.0668
18,12,"None",3592.255919,0,23319.925952
18,4,"Blank",4653.091688,0,11153.008064
18,13,"Blank",3318.993451,0,15208.64736
18,1,"Blank",2930.255919,0,23319.925952
18,3,"None",2238.001511,0,20278.19648
18,11,"Nback",2595.420151,0,19264.286656
18,10,"Blank",2437.526448,0,12166.917888
18,9,"None",1405.428212,0,16222.557184
18,7,"Blank",2829.526448,0,20278.19648
18,5,"Nback",3223.780856,0,17236.467008
18,2,"Nback",6587.239798,0,11153.008064
18,8,"Nback",2973.640806,0,21292.106304
18,6,"None",2316.091688,0,14194.737536
18,15,"None",1905.420151,0,16222.557184
18,14,"Nback",4470.444332,0,18250.376832
19,3,"Blank",3642.675885,0,20278.24986
19,11,"Nback",3273.963741,0,19264.337367
19,7,"None",2673.126088,0,20278.24986
19,13,"None",2624.638465,0,15208.687395
19,15,"Blank",2335.963741,0,16222.599888
19,2,"Nback",3626.788726,0,11153.037423
19,12,"Blank",6552.863567,0,23319.987339
19,6,"Blank",2965.763393,0,14194.774902
19,9,"Blank",2244.001161,0,16222.599888
19,4,"None",2212.763393,0,11153.037423
19,14,"Nback",3146.076001,0,18250.424874
19,10,"None",1456.126088,0,12166.949916
19,8,"Nback",3997.325856,0,21292.162353
19,1,"None",4930.863567,0,23319.987339
19,5,"Nback",3215.31377,0,17236.512381
20,4,"None",1941.265495,0,11152.903091
20,7,"None",1264.95792,0,20278.00562
20,14,"Blank",2482.761287,0,18250.205058
20,5,"Blank",2768.450907,0,17236.304777
20,13,"None",1688.262689,0,15208.504215
20,8,"Blank",3327.766897,0,21291.905901
20,9,"Nback",5830.955115,0,16222.404496
20,10,"None",1178.95792,0,12166.803372
20,3,"Nback",5666.165775,0,20278.00562
20,6,"Nback",5713.265495,0,14194.603934
20,12,"Nback",5521.658762,0,23319.706463
20,11,"Blank",2638.052029,0,19264.105339
20,1,"None",1632.658762,0,23319.706463
20,2,"Blank",3985.85259,0,11152.903091
20,15,"Nback",8454.052029,0,16222.404496
21,5,"None",1316.223501,0,17236.423998
21,10,"Nback",2875.905858,0,12166.887528
21,15,"Blank",3008.852678,0,16222.516704
21,8,"None",1819.939275,0,21292.053174
21,11,"None",3759.852678,0,19264.238586
21,7,"Nback",NA,1,20278.14588
21,2,"None",4380.667267,0,11152.980234
21,13,"Nback",2294.329861,0,15208.60941
21,1,"Nback",3128.627741,0,23319.867762
21,14,"None",1357.79339,0,18250.331292
21,12,"Blank",3244.627741,0,23319.867762
21,9,"Blank",2338.832916,0,16222.516704
21,3,"Blank",2650.310098,0,20278.14588
21,4,"Nback",5150.402804,0,11152.980234
21,6,"Blank",5633.402804,0,14194.702116
22,6,"None",12028.44845,0,14194.810742
22,11,"Blank",7201.52589,0,19264.386007
22,7,"Nback",6969.742009,0,20278.30106
22,14,"Blank",5047.722648,0,18250.470954
22,15,"None",15138.52589,0,16222.640848
22,13,"Nback",5534.297915,0,15208.725795
22,2,"Blank",8202.355997,0,11153.065583
22,5,"Blank",9221.865677,0,17236.555901
22,1,"Nback",3186.487169,0,23320.046219
22,9,"None",8269.591476,0,16222.640848
22,12,"None",13575.48717,0,23320.046219
22,10,"Nback",7418.742009,0,12166.980636
22,3,"None",13758.3635,0,20278.30106
22,4,"Nback",7263.448447,0,11153.065583
22,8,"Blank",NA,1,21292.216113
23,11,"None",3151.477687,0,19264.058029
23,4,"Blank",3773.57167,0,11152.875701
23,8,"None",2796.060626,0,21291.853611
23,6,"Nback",3161.57167,0,14194.569074
23,9,"Nback",7254.353392,0,16222.364656
23,15,"Nback",3405.477687,0,16222.364656
23,2,"None",1739.27327,0,11152.875701
23,5,"None",2281.886522,0,17236.262447
23,7,"Blank",4179.331305,0,20277.95582
23,14,"None",3430.1048,0,18250.160238
23,1,"Blank",3908.024679,0,23319.649193
23,13,"Blank",3219.593757,0,15208.466865
23,10,"Blank",2761.331305,0,12166.773492
23,12,"Nback",3240.024679,0,23319.649193
23,3,"Nback",3345.469461,0,20277.95582
24,8,"Nback",3784.991537,0,21291.865917
24,13,"Blank",3578.515884,0,15208.475655
24,9,"None",2161.259711,0,16222.374032
24,12,"None",1598.938609,0,23319.662671
24,1,"Blank",4720.938609,0,23319.662671
24,4,"Blank",2992.499653,0,11152.882147
24,11,"Nback",3183.377566,0,19264.069163
24,15,"None",1170.377566,0,16222.374032
24,10,"Blank",2984.243479,0,12166.780524
24,3,"None",1215.398029,0,20277.96754
24,6,"None",1413.499653,0,14194.577278
24,2,"Nback",2828.174319,0,11152.882147
24,7,"Blank",2355.243479,0,20277.96754
24,5,"Nback",3641.784059,0,17236.272409
24,14,"Nback",5259.024,0,18250.170786
25,1,"None",5601.9302,0,23319.663982
25,4,"None",2667.492616,0,11152.882774
25,8,"Nback",2979.984786,0,21291.867114
25,3,"Blank",2170.39105,0,20277.96868
25,9,"Blank",2775.250557,0,16222.374944
25,14,"Nback",3492.016106,0,18250.171812
25,15,"Blank",3026.367783,0,16222.374944
25,10,"None",2124.234898,0,12166.781208
25,5,"Nback",2846.774047,0,17236.273378
25,12,"Blank",3847.9302,0,23319.663982
25,7,"None",2932.234898,0,20277.96868
25,2,"Nback",4337.164651,0,11152.882774
25,13,"None",1419.508276,0,15208.47651
25,6,"Blank",2525.492616,0,14194.578076
25,11,"Nback",5153.367783,0,19264.070246
26,11,"Blank",10626.5084,0,19264.054628
26,5,"Blank",3333.917951,0,17236.259404
26,13,"None",1761.617643,0,15208.46418
26,1,"None",2269.051079,0,23319.645076
26,2,"Blank",6040.303621,0,11152.873732
26,10,"None",2520.358243,0,12166.771344
26,15,"Nback",7207.508398,0,16222.361792
26,7,"None",1682.358243,0,20277.95224
26,3,"Nback",3885.491371,0,20277.95224
26,12,"Nback",7466.051079,0,23319.645076
26,4,"None",2287.59376,0,11152.873732
26,9,"Nback",12146.38213,0,16222.361792
26,6,"Nback",5262.59376,0,14194.566568
26,14,"Blank",4421.129584,0,18250.157016
26,8,"Blank",5621.081818,0,21291.849852
27,11,"None",NA,1,19263.903654
27,2,"None",NA,1,11152.786326
27,9,"Blank",NA,1,16222.234656
27,10,"Nback",3147.550149,0,12166.675992
27,1,"Nback",NA,1,23319.462318
27,7,"Nback",7466.550149,0,20277.79332
27,13,"Nback",14289.67447,0,15208.34499
27,8,"None",1567.019451,0,21291.682986
27,6,"Blank",2869.571122,0,14194.455324
27,4,"Nback",10722.57112,0,11152.786326
27,3,"Blank",4127.460788,0,20277.79332
27,15,"Blank",4657.86717,0,16222.234656
27,12,"Blank",19995.21915,0,23319.462318
27,5,"None",2374.308507,0,17236.124322
27,14,"None",1619.226137,0,18250.013988
28,13,"Nback",4569.255976,0,15208.504965
28,7,"Nback",4558.950349,0,20278.00662
28,1,"Nback",6408.651342,0,23319.707613
28,10,"Nback",7469.950349,0,12166.803972
28,12,"None",1330.651342,0,23319.707613
28,14,"Blank",3736.754321,0,18250.205958
28,6,"None",3857.259286,0,14194.604634
28,4,"Nback",5024.259286,0,11152.903641
28,8,"Blank",3166.760941,0,21291.906951
28,3,"None",1516.159617,0,20278.00662
28,11,"Blank",3306.043398,0,19264.106289
28,2,"Blank",5894.84406,0,11152.903641
28,15,"None",1702.043398,0,16222.405296
28,9,"None",1346.947039,0,16222.405296
28,5,"Blank",4319.442074,0,17236.305627
29,12,"Nback",13345.77685,0,23319.531502
29,14,"None",1843.810922,0,18250.068132
29,10,"Blank",1997.098828,0,12166.712088
29,11,"None",1848.352664,0,19263.960806
29,2,"None",1773.138013,0,11152.819414
29,15,"Nback",5699.352664,0,16222.282784
29,4,"Blank",3131.201039,0,11152.819414
29,9,"Nback",4470.172084,0,16222.282784
29,5,"None",2199.781966,0,17236.175458
29,8,"None",1891.664412,0,21291.746154
29,13,"Blank",2251.274295,0,15208.39011
29,3,"Nback",4892.093714,0,20277.85348
29,7,"Blank",2218.098828,0,20277.85348
29,6,"Nback",5518.201039,0,14194.497436
29,1,"Blank",2147.776852,0,23319.531502
30,7,"Blank",2915.301095,0,20277.95986
30,5,"Nback",4153.851278,0,17236.265881
30,13,"Blank",3536.566971,0,15208.469895
30,4,"Blank",2398.546898,0,11152.877923
30,8,"Nback",2398.036861,0,21291.857853
30,10,"Blank",2327.301095,0,12166.775916
30,12,"None",1331.995073,0,23319.653839
30,6,"None",2375.546898,0,14194.571902
30,3,"None",2543.444891,0,20277.95986
30,14,"Nback",2493.077007,0,18250.163874
30,9,"None",3159.321168,0,16222.367888
30,2,"Nback",2153.239234,0,11152.877923
30,15,"None",1600.443248,0,16222.367888
30,1,"Blank",3603.995073,0,23319.653839
30,11,"Nback",3564.443248,0,19264.061867
31,7,"None",1925.688985,0,20277.90814
31,9,"Blank",8966.734917,0,16222.326512
31,4,"None",7510.864968,0,11152.849477
31,2,"Nback",NA,1,11152.849477
31,3,"Blank",3550.760375,0,20277.90814
31,14,"Nback",3905.433866,0,18250.117326
31,6,"Blank",13916.86497,0,14194.535698
31,5,"Nback",7691.303816,0,17236.221919
31,12,"Blank",NA,1,23319.594361
31,13,"None",3697.9109,0,15208.431105
31,1,"None",3315.375205,0,23319.594361
31,15,"Blank",10757.88544,0,16222.326512
31,11,"Nback",3443.885443,0,19264.012733
31,8,"Nback",2842.342002,0,21291.803547
31,10,"None",5159.688985,0,12166.744884
32,3,"Nback",4695.888217,0,20277.88718
32,12,"Nback",2670.529246,0,23319.570257
32,5,"Blank",3578.487197,0,17236.204103
32,14,"Blank",2402.578475,0,18250.098462
32,8,"Blank",3137.465653,0,21291.781539
32,9,"Nback",2451.90258,0,16222.309744
32,10,"None",1363.846169,0,12166.732308
32,4,"None",1799.993859,0,11152.837949
32,7,"None",1931.846169,0,20277.88718
32,1,"None",10719.52925,0,23319.570257
32,15,"Nback",4285.064633,0,16222.309744
32,11,"Blank",2410.064633,0,19263.992821
32,6,"Nback",2581.993859,0,14194.521026
32,2,"Blank",9892.85335,0,11152.837949
32,13,"None",2180.05027,0,15208.415385
33,4,"Nback",6665.5316,0,11152.879287
33,11,"None",15421.42198,0,19264.064223
33,15,"Blank",12356.42198,0,16222.369872
33,2,"None",1156.218215,0,11152.879287
33,10,"Nback",7385.282439,0,12166.777404
33,14,"None",1562.059844,0,18250.166106
33,3,"Blank",NA,1,20277.96234
33,13,"Nback",6654.55043,0,15208.471755
33,6,"Blank",4488.5316,0,14194.573638
33,7,"Nback",7233.282439,0,20277.96234
33,1,"Nback",4743.976791,0,23319.656691
33,5,"None",1568.829513,0,17236.267989
33,12,"Blank",10967.97679,0,23319.656691
33,8,"None",1779.022186,0,21291.860457
33,9,"Blank",3002.301269,0,16222.369872
34,5,"Blank",1955.352027,0,17236.217227
34,9,"None",980.7789964,0,16222.322096
34,3,"None",1203.793985,0,20277.90262
34,15,"None",2124.932552,0,16222.322096
34,11,"Blank",1723.932552,0,19264.007489
34,7,"Nback",2679.730309,0,20277.90262
34,12,"None",992.4157029,0,23319.588013
34,1,"Nback",2781.415703,0,23319.588013
34,10,"Nback",1949.730309,0,12166.741572
34,2,"Blank",1552.722815,0,11152.846441
34,13,"Nback",5821.947541,0,15208.426965
34,4,"Nback",3131.898853,0,11152.846441
34,6,"None",1262.898853,0,14194.531834
34,14,"Blank",1826.471884,0,18250.112358
34,8,"Blank",3277.37451,0,21291.797751
35,7,"Blank",3757.6292,0,20278.04944
35,4,"Blank",2907.995944,0,11152.927192
35,15,"Nback",3454.677288,0,16222.439552
35,13,"Blank",5240.971224,0,15208.53708
35,6,"Nback",3854.995944,0,14194.634608
35,14,"None",3971.458864,0,18250.244496
35,2,"None",1592.482232,0,11152.927192
35,3,"Nback",3928.898416,0,20278.04944
35,10,"Blank",3201.6292,0,12166.829664
35,1,"Blank",4519.336616,0,23319.756856
35,9,"Nback",6530.60448,0,16222.439552
35,11,"None",1502.677288,0,19264.146968
35,5,"None",3973.0674,0,17236.342024
35,12,"Nback",5371.336616,0,23319.756856
35,8,"None",7945.508304,0,21291.951912
36,4,"Blank",6284.187008,0,11152.820679
36,13,"Blank",2708.259122,0,15208.391835
36,15,"None",1284.333157,0,16222.284624
36,10,"Blank",2713.081717,0,12166.713468
36,6,"None",1920.187008,0,14194.499046
36,5,"Nback",3141.762003,0,17236.177413
36,8,"Nback",8911.650951,0,21291.748569
36,2,"Nback",2465.118735,0,11152.820679
36,14,"Nback",7483.79518,0,18250.070202
36,9,"None",1223.153831,0,16222.284624
36,3,"None",17553.0798,0,20277.85578
36,7,"Blank",2549.081717,0,20277.85578
36,1,"Blank",4951.760083,0,23319.534147
36,11,"Nback",3812.333157,0,19263.962991
36,12,"None",1109.760083,0,23319.534147
37,1,"None",NA,1,23319.854008
37,13,"None",1472.409423,0,15208.60044
37,9,"Blank",1649.928629,0,16222.507136
37,7,"None",1853.99559,0,20278.13392
37,15,"Blank",6801.954973,0,16222.507136
37,11,"Nback",4159.954973,0,19264.227224
37,5,"Nback",3345.328188,0,17236.413832
37,4,"None",1620.476384,0,11152.973656
37,14,"Nback",3281.875943,0,18250.320528
37,6,"Blank",1993.476384,0,14194.693744
37,3,"Blank",2545.38308,0,20278.13392
37,2,"Nback",2967.768365,0,11152.973656
37,12,"Blank",3381.715678,0,23319.854008
37,10,"None",2126.99559,0,12166.880352
37,8,"Nback",3169.009864,0,21292.040616
38,13,"None",NA,1,15208.429425
38,12,"Nback",10010.3916,0,23319.591785
38,3,"Nback",4163.77398,0,20277.9059
38,11,"Blank",8059.904513,0,19264.010605
38,2,"Blank",4591.695104,0,11152.848245
38,5,"Blank",12013.32333,0,17236.220015
38,9,"Nback",4254.752761,0,16222.32472
38,6,"Nback",12391.87869,0,14194.53413
38,4,"None",3490.878685,0,11152.848245
38,7,"None",4171.705713,0,20277.9059
38,15,"Nback",3893.904513,0,16222.32472
38,1,"None",2634.391599,0,23319.591785
38,8,"Blank",NA,1,21291.801195
38,10,"None",2127.705713,0,12166.74354
38,14,"Blank",12265.44926,0,18250.11531
39,10,"Nback",4298.616248,0,12166.830696
39,3,"Blank",4135.887882,0,20278.05116
39,12,"Blank",9401.323923,0,23319.758834
39,1,"Nback",6775.323923,0,23319.758834
39,7,"Nback",3888.616248,0,20278.05116
39,14,"None",10221.44695,0,18250.246044
39,2,"None",2485.46764,0,11152.928138
39,5,"None",3743.05229,0,17236.343486
39,13,"Nback",11252.95974,0,15208.53837
39,11,"None",2961.662523,0,19264.148602
39,15,"Blank",5325.662523,0,16222.440928
39,6,"Blank",5383.985324,0,14194.635812
39,8,"None",5475.498115,0,21291.953718
39,4,"Nback",5876.985324,0,11152.928138
39,9,"Blank",6759.590665,0,16222.440928
40,4,"Nback",2658.626692,0,11152.960214
40,9,"None",1452.124153,0,16222.487584
40,14,"Blank",3568.044582,0,18250.298532
40,1,"Nback",2168.895315,0,23319.825902
40,8,"Blank",2662.154062,0,21292.014954
40,10,"Nback",NA,1,12166.865688
40,12,"None",1680.895315,0,23319.825902
40,13,"Nback",2571.571952,0,15208.58211
40,7,"Nback",2942.178893,0,20278.10948
40,5,"Blank",2941.542042,0,17236.393058
40,2,"Blank",3378.974886,0,11152.960214
40,3,"None",8249.532166,0,20278.10948
40,6,"None",1194.626692,0,14194.676636
40,11,"Blank",6635.163938,0,19264.204006
40,15,"None",1244.163938,0,16222.487584
41,14,"None",1893.158125,0,18250.15329
41,9,"Nback",3305.415218,0,16222.35848
41,3,"Nback",NA,1,20277.9481
41,13,"Blank",2386.64515,0,15208.461075
41,5,"None",1206.954144,0,17236.255885
41,12,"Nback",7548.081481,0,23319.640315
41,8,"None",1360.106223,0,21291.845505
41,10,"Blank",2104.389267,0,12166.76886
41,4,"Blank",2400.619199,0,11152.871455
41,6,"Nback",3378.619199,0,14194.56367
41,15,"Nback",2894.543764,0,16222.35848
41,2,"None",3685.338574,0,11152.871455
41,7,"Blank",5312.389267,0,20277.9481
41,11,"None",1223.543764,0,19264.050695
41,1,"Blank",10632.08148,0,23319.640315
42,11,"Nback",3195.921722,0,19264.230929
42,5,"Nback",3896.29416,0,17236.417147
42,13,"Blank",6649.383562,0,15208.603365
42,4,"Blank",4842.452467,0,11152.975801
42,10,"Blank",6180.966423,0,12166.882692
42,2,"Nback",7989.735503,0,11152.975801
42,3,"None",2117.359357,0,20278.13782
42,14,"Nback",4286.849109,0,18250.324038
42,8,"Nback",9576.986919,0,21292.044711
42,1,"Blank",14272.68709,0,23319.858493
42,15,"None",1570.921722,0,16222.510256
42,9,"None",2451.897518,0,16222.510256
42,6,"None",2778.452467,0,14194.696474
42,12,"None",2431.687094,0,23319.858493
42,7,"Blank",4654.966423,0,20278.13782
43,8,"Nback",4687.048562,0,21291.855774
43,9,"Blank",4294.337033,0,16222.366304
43,7,"None",2531.315969,0,20277.95788
43,14,"Nback",2906.090691,0,18250.162092
43,10,"None",1489.315969,0,12166.774728
43,13,"None",1786.580159,0,15208.46841
43,6,"Blank",4864.559094,0,14194.570516
43,1,"None",3952.009649,0,23319.651562
43,4,"None",1854.559094,0,11152.876834
43,2,"Nback",3346.255991,0,11152.876834
43,15,"Blank",3323.460204,0,16222.366304
43,3,"Blank",3792.456988,0,20277.95788
