Participant,Scenario,intData_HandoffTime,intData_HandoffMisses,intData_HandoffTime,intData_HandoffMisses,intData_CDT,intData_ConfMisses,intData_FalseAlarms
28,5,2557.466666666666666666666667,0,3898.53,2,nan,2,0
29,1,2439.25,0,3935.69,1,14217.25,0,0
29,2,1496.035,0,4655.876666666666666666666667,0,7814.1400000000003,1,0
29,3,2535.85,0,4263.145,1,18726.5,1,0
29,4,1937.14,0,5983.41,1,7872.9899999999998,1,0
29,5,4358.466666666666666666666667,0,4048.545,2,14314.400000000001,0,0
30,1,8197.3,1,2448.63,1,nan,2,0
30,2,2707.66,0,7192.326666666666666666666667,0,17427.599999999999,1,0
30,3,3057.4,0,3233.86,1,7427.3500000000004,1,0
30,4,-8071.74,2,0,3,9846.5300000000007,1,0
30,5,2279.2,0,5717.036666666666666666666667,1,nan,2,0
31,1,-16177.4,1,0,4,11994.1,1,1
31,2,2568.14,0,4575.35,0,nan,2,0
31,3,3764.85,0,5703.43,1,15070.48,0,0
31,4,3726.016666666666666666666667,0,2752.355,1,14583.549999999999,0,0
31,5,-14156.6,2,0,4,16362.299999999999,1,0
32,1,2332.15,0,2915.296666666666666666666667,1,nan,2,0
32,2,4497.605,0,4698.16,0,17459.799999999999,1,0
32,3,1758.5,0,3895.46,0,8808.4599999999991,1,0
32,4,3229.12,0,3091.44,1,8995.3099999999995,0,0
32,5,2096.633333333333333333333333,0,6436.143333333333333333333333,1,11220.799999999999,1,0
33,1,0,2,5036.493333333333333333333333,1,15702.9,1,0
33,2,2805.05,1,5434.643333333333333333333333,0,15268.48,0,0
33,3,-17190.6,1,0,3,13289.049999999999,0,0
33,4,3525.77,0,5739.76,1,nan,2,0
33,5,3569.866666666666666666666667,0,4143.636666666666666666666667,1,17264.900000000001,1,0
34,1,1732.7,0,2764.32,1,6064.8000000000002,0,0
34,2,2406.12,0,7341.973333333333333333333333,0,6876.0,1,0
34,3,2210.45,0,3027.706666666666666666666667,0,12789.450000000001,0,0
34,4,2361.443333333333333333333333,0,4287.39,1,13641.560000000001,0,0
34,5,2006.7,0,6799.58,1,22178.700000000001,1,0
35,1,1948.6,0,2886.11,1,11254.43,0,0
35,2,2950.035,0,4357.61,0,15236.4,1,0
35,3,1795.0,0,2792.50,0,14346.814999999999,0,0
35,4,3951.393333333333333333333333,0,3842.92,2,12462.305,0,0
35,5,1968.933333333333333333333333,0,4405.353333333333333333333333,1,14777.424999999999,0,0
36,1,3969.6,0,4331.355,2,11156.814999999999,0,0
36,2,4974.185,0,4359.163333333333333333333333,0,16928.75,0,0
36,3,0,2,7,2,nan,2,0
36,4,4373.535,1,4306.195,1,13771.950000000001,0,0
36,5,0,3,5,3,24653.599999999999,1,0
37,1,2642.35,0,2842.903333333333333333333333,1,nan,2,0
37,2,2544.09,1,3822.963333333333333333333333,0,18296.5,1,0
37,3,0,2,-8076.49,2,nan,2,0
37,4,2038.876666666666666666666667,0,3245.16,1,nan,2,0
37,5,2645.8,0,3944.516666666666666666666667,1,nan,2,0
38,1,1707.3,0,2909.17,1,nan,2,0
38,2,3285.635,0,4436.21,0,17142.264999999999,0,0
38,3,1744.8,0,3404.975,1,17160.799999999999,1,0
38,4,-19223.3,2,0,3,nan,2,1
38,5,3113.35,1,4852.28,1,nan,2,0
39,1,1812.7,0,3105.89,1,9917.5400000000009,1,0
39,2,2289.165,0,3376.28,0,21882.099999999999,1,0
39,3,2485.95,0,4398.135,1,14366.645,0,0
39,4,3783.84,0,3027.9,1,13774.139999999999,0,0
39,5,2861.233333333333333333333333,0,4531.61,1,nan,2,0
40,1,1649.65,0,2624.43,1,11775.299999999999,1,0
40,2,1760.195,0,4828.123333333333333333333333,0,15168.475,0,0
40,3,0,2,5161.2,2,14472.5,1,0
40,4,3207.15,0,2737.325,1,12956.355,0,0
40,5,1688.233333333333333333333333,0,3515.445,2,22442.599999999999,1,0
41,1,2163.95,0,2505.626666666666666666666667,1,8310.3799999999992,1,0
41,2,3097.415,0,3967.203333333333333333333333,0,17812.400000000001,0,0
41,3,4803.9,0,4048.79,1,14082.139999999999,0,0
41,4,3303.62,1,3626.22,1,12320.32,0,0
41,5,5713.95,1,3521.83,2,11176.4,1,0
42,1,1461.25,0,2620.673333333333333333333333,1,7500.6700000000001,1,0
42,2,3207.67,0,5509.46,0,9202.7099999999991,1,0
42,3,2439.9,0,5205.16,0,14577.049999999999,0,0
42,4,2166.673333333333333333333333,0,2906.685,1,9587.4899999999998,0,0
42,5,6851.9,1,2375.875,2,16218.65,0,0
43,1,1916.75,0,3034.706666666666666666666667,1,9575.9599999999991,1,0
43,2,1913.515,0,5218.376666666666666666666667,0,21877.400000000001,1,0
43,3,3700.95,0,4147.315,1,19246.650000000001,0,0
43,4,4670.28,0,5343.22,1,18728.900000000001,1,0
43,5,2594.9,0,3291.463333333333333333333333,1,19313.0,0,0
44,1,1514.8,0,2229.18,1,10182.799999999999,1,0
44,2,2979.655,0,3909.486666666666666666666667,0,15584.310000000001,0,0
44,3,0,2,-8066.57,2,nan,2,0
44,4,1889.16,0,2961.445,1,13652.0,1,0
44,5,2018.233333333333333333333333,0,2303.23,1,nan,2,0
45,1,1861.35,0,2984.766666666666666666666667,1,8528.7399999999998,1,0
45,2,-22262.3,1,0,3,12074.799999999999,1,0
45,3,-14652.35,0,-4030.44,1,17167.599999999999,0,0
45,4,2828.496666666666666666666667,0,2961.765,1,13333.1,1,0
45,5,-23266.4,2,0,4,20041.099999999999,1,0
46,1,2227.15,0,2494.15,1,12581.255000000001,0,0
46,2,3218.03,0,3865.013333333333333333333333,0,18055.900000000001,0,0
46,3,3043.0,0,4066.676666666666666666666667,0,10925.299999999999,1,0
46,4,2007.616666666666666666666667,0,3157.285,1,8371.4899999999998,1,0
46,5,2167.633333333333333333333333,0,4508.283333333333333333333333,1,14851.299999999999,1,0
47,1,7698.3,1,4278.005,2,13622.6,1,0
47,2,0,2,7,2,13537.799999999999,1,0
47,3,2560.05,0,2556.956666666666666666666667,0,14651.299999999999,1,0
47,4,3372.856666666666666666666667,0,6716.6,1,nan,2,0
47,5,2793.6,1,7476.883333333333333333333333,1,nan,2,0
48,1,1606.8,0,2738.86,1,10907.82,0,0
48,2,2860.07,0,5022.06,0,nan,2,0
48,3,4369.7,0,3814.743333333333333333333333,0,14798.4,1,0
48,4,1701.076666666666666666666667,0,3037.085,1,12913.299999999999,1,0
48,5,1656.4,0,3788.565,2,21326.0,1,0
49,1,2112.9,1,2633.37,1,nan,2,0
49,2,3518.65,1,6955.743333333333333333333333,0,19089.400000000001,1,0
49,3,1852.1,0,4292.605,1,23613.200000000001,1,0
49,4,2901.523333333333333333333333,0,3202.19,1,16988.700000000001,1,0
49,5,2584.7,0,3497.07,1,nan,2,0
50,1,5537.1,0,2709.753333333333333333333333,1,nan,2,0
50,2,1890.675,0,5011.186666666666666666666667,0,14605.4,1,0
50,3,2610.0,0,4716.595,1,14291.295,0,0
50,4,-16183.2,2,0,3,16267.1,1,0
50,5,4108.2,1,2746.816666666666666666666667,1,nan,2,0
51,1,3447.5,0,2653.966666666666666666666667,1,8172.1599999999999,1,0
51,2,1645.21,1,3826.943333333333333333333333,0,16429.285,0,0
51,3,4494.55,0,2895.34,1,16860.599999999999,0,0
51,4,3305.356666666666666666666667,0,2637.16,1,8396.0200000000004,1,0
51,5,2561.1,0,6439.223333333333333333333333,1,13979.200000000001,1,0
52,1,3375.5,0,3081.95,1,nan,2,1
52,2,2852.87,0,3998.51,0,16235.715,0,0
52,3,2149.3,0,2559.643333333333333333333333,0,16681.900000000001,1,0
52,4,2440.45,0,3160.985,1,21850.299999999999,1,0
52,5,2241.033333333333333333333333,0,3168.293333333333333333333333,1,17682.0,0,0
53,1,0,2,5,3,14781.799999999999,1,0
53,2,-22245.6,1,11,2,19075.599999999999,1,0
53,3,-14650.95,0,6,2,17552.049999999999,0,0
53,4,-19219.6,2,-23272.6,2,9154.7399999999998,1,0
53,5,-18210.05,1,0,4,23979.900000000001,1,0
54,1,1966.4,0,2843.79,1,nan,2,1
54,2,2519.72,0,4230.423333333333333333333333,0,9156.1499999999996,1,0
54,3,1567.4,0,3225.63,1,16956.299999999999,1,0
54,4,3922.356666666666666666666667,0,4702.6,2,12050.005000000001,0,0
54,5,1760.633333333333333333333333,0,4859.363333333333333333333333,1,10268.200000000001,1,0
55,1,1650.3,0,2260.366666666666666666666667,1,10470.83,0,0
55,2,-8065.57,1,0,3,13022.915000000001,0,0
55,3,3240.1,0,2781.526666666666666666666667,0,13319.525,0,0
55,4,3223.84,0,2802.6,1,15621.75,0,0
55,5,1989.933333333333333333333333,0,3063.133333333333333333333333,1,22457.5,1,0
56,1,3164.3,0,3123.323333333333333333333333,1,9283.9300000000003,1,0
56,2,5763.95,1,4595.483333333333333333333333,0,10169.799999999999,1,1
56,3,1767.8,0,3841.43,1,21655.0,0,0
56,4,3063.19,0,2993.55,1,11978.215,0,0
56,5,1955.5,0,4413.803333333333333333333333,1,nan,2,0
57,1,0,2,7,3,nan,2,0
57,2,-22252.6,1,0,3,nan,2,0
57,3,10117.2,1,5001.605,1,18317.5,0,0
57,4,5237.07,0,9473.52,2,21244.5,0,0
57,5,-22257,2,0,4,nan,2,0
58,1,4633.4,1,4403.956666666666666666666667,1,12104.799999999999,1,0
58,2,2794.575,0,7283.793333333333333333333333,0,nan,2,0
58,3,3314.0,0,4479.595,1,nan,2,0
58,4,3006.553333333333333333333333,0,3452.775,1,nan,2,0
58,5,2763.5,0,5904.405,2,nan,2,0
59,1,2055.75,0,2892.64,1,12085.9,1,0
59,2,2942.43,0,3317.525,1,14802.0,1,0
59,3,-17188.1,1,0,3,nan,2,0
59,4,-12133.61,1,0,3,22517.900000000001,1,0
59,5,3481.8,2,3099.723333333333333333333333,1,25565.799999999999,1,0
60,1,3566.25,0,6451.3,1,nan,2,0
60,2,3551.29,0,5546.976666666666666666666667,0,7242.9399999999996,1,0
60,3,2542.15,0,3527.90,1,nan,2,0
60,4,2611.83,0,2945.07,1,11606.58,0,0
60,5,2628.2,0,3502.365,2,nan,2,0
